,date,mean_I2L1,mean_I2L2,mean_I3L1,mean_I3L2,mean_VTEC,max_I2L1,max_I2L2,max_I3L1,max_I3L2,max_VTEC,min_I2L1,min_I2L2,min_I3L1,min_I3L2,min_VTEC,meanA_I2L1,meanA_I2L2,meanA_I3L1,meanA_I3L2,maxA_I2L1,maxA_I2L2,maxA_I3L1,maxA_I3L2,minA_I2L1,minA_I2L2,minA_I3L1,minA_I3L2,f107cm,ap
53,2013-02-23,-0.0016786471211118468,-0.0035479518578046708,0.0004842302921433298,0.0013134328448520375,33.99810248845609,0.007493,0.015838,0.002347,0.006365,62.345551,-0.016156,-0.034148,3e-06,8e-06,3.398927,0.002999843604046516,0.006340406164318805,0.0004842302921433298,0.0013134328448520375,0.016156,0.034148,0.002347,0.006365,0.0,0.0,3e-06,8e-06,97.5,8.0
54,2013-02-24,-0.0015577437405446294,-0.003292415223146747,0.00041927573751891073,0.001137257091527988,31.204802969818463,0.00733,0.015493,0.002331,0.006323,62.036945,-0.016739,-0.035379,4e-06,1.2e-05,3.733577,0.0027605076210287446,0.005834548468229955,0.00041927573751891073,0.001137257091527988,0.016739,0.035379,0.002331,0.006323,0.0,0.0,4e-06,1.2e-05,93.0,3.0
55,2013-02-25,-0.0014686872849635148,-0.003104185035351053,0.0003745978297856251,0.0010160657491776626,29.286841906971908,0.007091,0.014988,0.00238,0.006455,57.601757,-0.01644,-0.034747,7e-06,1.9e-05,4.530942,0.002598020189799236,0.005491119475216454,0.0003745978297856251,0.0010160657491776626,0.01644,0.034747,0.00238,0.006455,0.0,0.0,7e-06,1.9e-05,93.5,3.0
56,2013-02-26,-0.001461550345218954,-0.003089099271729878,0.00038806353920363195,0.0010526003783221413,30.30307917270406,0.007604,0.016072,0.002411,0.006539,56.815983,-0.016817,-0.035544,1e-05,2.6e-05,6.797786,0.002654963075759008,0.005611477442542325,0.00038806353920363195,0.0010526003783221413,0.016817,0.035544,0.002411,0.006539,0.0,0.0,1e-05,2.6e-05,96.8,5.0
57,2013-02-27,-0.0014510251951537607,-0.0030668556523711418,0.00033454493734288467,0.0009074230064074699,28.484854146332243,0.007086,0.014977,0.002193,0.005948,54.243587,-0.015769,-0.033329,9e-06,2.4e-05,6.559395,0.002552114427202449,0.005394092804354812,0.00033454493734288467,0.0009074230064074699,0.015769,0.033329,0.002193,0.005948,0.0,0.0,9e-06,2.4e-05,100.0,4.0
58,2013-02-28,-0.0014814739030983575,-0.0031312092667158168,0.0003930272594945083,0.0010660619482409878,30.318874780751997,0.006876,0.014533,0.002362,0.006406,56.816685,-0.016646,-0.035183,1.2e-05,3.2e-05,6.891671,0.002684039206790298,0.005672928164993667,0.0003930272594945083,0.0010660619482409878,0.016646,0.035183,0.002362,0.006406,0.0,0.0,1.2e-05,3.2e-05,103.6,8.0
59,2013-03-01,-0.001596217024496358,-0.0033737242220750973,0.0004551369147829378,0.0012345239383334907,33.336392212163055,0.008017,0.016945,0.003556,0.009646,68.937965,-0.020433,-0.043187,1.9e-05,5.3e-05,8.602742,0.0029402438475361775,0.0062144412181972955,0.0004551369147829378,0.0012345239383334907,0.020433,0.043187,0.003556,0.009646,0.0,0.0,1.9e-05,5.3e-05,110.6,34.0
60,2013-03-02,-0.0018717086389413988,-0.003956007769376181,0.0005242003213610586,0.001421851852551985,35.12172135298677,0.00853,0.018028,0.00338,0.009169,67.316368,-0.020183,-0.042658,6e-06,1.8e-05,4.289948,0.0031813138941398865,0.00672396047258979,0.0005242003213610586,0.001421851852551985,0.020183,0.042658,0.00338,0.009169,0.0,0.0,6e-06,1.8e-05,109.1,14.0
61,2013-03-03,-0.0019091003856624318,-0.004035030607229282,0.0005476852124924378,0.0014855532176346038,36.21818039271401,0.008811,0.018622,0.003526,0.009565,68.632309,-0.020678,-0.043705,2.8e-05,7.6e-05,7.466105,0.003276147421355112,0.0069243962681488185,0.0005476852124924378,0.0014855532176346038,0.020678,0.043705,0.003526,0.009565,0.0,0.0,2.8e-05,7.6e-05,110.1,9.0
62,2013-03-04,-0.0017746575231109515,-0.0037508785375352095,0.0005055194623513622,0.001371182259863508,35.875891222999414,0.008561,0.018095,0.002942,0.00798,62.766346,-0.018586,-0.039283,2.7e-05,7.3e-05,6.708354,0.0031677908955139236,0.006695380116074635,0.0005055194623513622,0.001371182259863508,0.018586,0.039283,0.002942,0.00798,0.0,0.0,2.7e-05,7.3e-05,112.4,4.0
63,2013-03-05,-0.001651561776937618,-0.0034907081852551983,0.0005754465217391304,0.0015608530056710776,37.67724462829867,0.008784,0.018565,0.003493,0.009474,68.300529,-0.020251,-0.042803,2e-05,5.4e-05,6.19675,0.0032000460869565208,0.006763547580340266,0.0005754465217391304,0.0015608530056710776,0.020251,0.042803,0.003493,0.009474,0.0,0.0,2e-05,5.4e-05,116.6,4.0
64,2013-03-06,-0.0017991427733968725,-0.0038026309827726397,0.0006802059908095535,0.0018450158658119176,40.911410551767176,0.008923,0.018859,0.003662,0.009932,70.411621,-0.019708,-0.041654,1.3e-05,3.5e-05,6.756312,0.003465765567973374,0.007325169247934042,0.0006802059908095535,0.0018450158658119176,0.019708,0.041654,0.003662,0.009932,0.0,0.0,1.3e-05,3.5e-05,112.6,3.0
65,2013-03-07,-0.0017747614055189534,-0.003751098004392247,0.000700853413539578,0.0019010074477227158,41.18472555764347,0.00904,0.019107,0.003666,0.009943,71.859673,-0.019714,-0.041666,7e-06,2e-05,5.582683,0.003484662522677361,0.007365108851331997,0.000700853413539578,0.0019010074477227158,0.019714,0.041666,0.003666,0.009943,0.0,0.0,7e-06,2e-05,112.1,2.0
66,2013-03-08,-0.0016880002835485146,-0.0035677218389066367,0.0007109033477628023,0.0019282685582503163,41.696160512693524,0.00897,0.018959,0.003285,0.00891,74.487633,-0.019756,-0.041755,1.4e-05,3.8e-05,6.971322,0.003435386571142322,0.007260957997013289,0.0007109033477628023,0.0019282685582503163,0.019756,0.041755,0.003285,0.00891,0.0,0.0,1.4e-05,3.8e-05,113.3,2.0
67,2013-03-09,-0.0019074266129642235,-0.004031494818848801,0.000632162828076545,0.0017146957113682779,38.70329904840783,0.008718,0.018427,0.004129,0.011199,74.265495,-0.022018,-0.046537,8e-06,2.2e-05,4.786086,0.0033995716473791703,0.00718526662128432,0.000632162828076545,0.0017146957113682779,0.022018,0.046537,0.004129,0.011199,0.0,0.0,8e-06,2.2e-05,114.6,6.0
68,2013-03-10,-0.0017679432952654663,-0.0037366889086371197,0.0006825313870821358,0.0018513166124640749,39.9350509006769,0.008754,0.018501,0.004395,0.011921,77.636711,-0.022549,-0.047659,1.3e-05,3.5e-05,6.953998,0.003407403248373922,0.007201812112388444,0.0006825313870821358,0.0018513166124640749,0.022549,0.047659,0.004395,0.011921,0.0,0.0,1.3e-05,3.5e-05,117.7,3.0
69,2013-03-11,-0.0019064480015118586,-0.004029430993102145,0.0006611125578758388,0.0017932090900500803,39.9515580811679,0.008489,0.017942,0.004055,0.010999,73.598854,-0.021822,-0.046123,1.1e-05,3.1e-05,6.748175,0.0034673110082207312,0.00732843422469999,0.0006611125578758388,0.0017932090900500803,0.021822,0.046123,0.004055,0.010999,0.0,0.0,1.1e-05,3.1e-05,118.2,5.0
70,2013-03-12,-0.001836817268582455,-0.003882254564028831,0.0006866788058797934,0.001862561607294879,40.72097144266823,0.008597,0.01817,0.004232,0.011478,75.240921,-0.022288,-0.047108,2.2e-05,6e-05,8.381674,0.003492928545753797,0.007382579352617341,0.0006866788058797934,0.001862561607294879,0.022288,0.047108,0.004232,0.011478,0.0,0.0,2.2e-05,6e-05,121.5,5.0
71,2013-03-13,-0.0018572715046654832,-0.003925495542291564,0.0007549403687053758,0.0020477184843791323,42.97778407098334,0.008819,0.01864,0.004303,0.011671,77.486519,-0.022481,-0.047515,2e-05,5.4e-05,8.523063,0.0036182382607381656,0.00764743441879793,0.0007549403687053758,0.0020477184843791323,0.022481,0.047515,0.004303,0.011671,0.0,0.0,2e-05,5.4e-05,121.5,3.0
72,2013-03-14,-0.0018160163959199094,-0.0038382945976577257,0.0006174485266339251,0.0016747851718927082,38.835520791707594,0.008651,0.018284,0.003776,0.010242,71.038765,-0.0209,-0.044173,7e-06,2e-05,5.813611,0.0033520709860219117,0.007084866037023045,0.0006174485266339251,0.0016747851718927082,0.0209,0.044173,0.003776,0.010242,0.0,0.0,7e-06,2e-05,121.5,4.0
